,Description,Label
6284,Success on rerun,pos
6285,Queue file was stuck ,neg
6286,success on rerun,pos
6287,Queue file lock issue. Later the queue was cleared,pos
6288,"Due to queue  file issue the job got failed, manually cleared the queue and re run the job succssfully.",neg
6289,"Ftp isse , Successful in manual run.",pos
6290,Success on rerun,pos
6291,"FTP issue , manually transfer the files Successfully.",pos
6292,solved,pos
6293,Success on re-run,pos
6294,"FTP issue , manually transfer the files Successfully.",pos
6295,"We have asked  EMS Team tea,m change the count to increase for this incident,hence closing the incident.",pos
6296,Queue file was stuck,neg
6297,"Due to source file issue the job got failed ,once files received manually transfer  the files to sas path.",neg
6298,"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",neg
6299,Delay in receiving input file.Hence job failed,neg
6300,success on rerun,pos
6301,Source file delay.Success on rerun.,pos
6302,"Due to source file issue the job got failed ,once files received manually re run the job successfully.",neg
6303,Source file delay.Success on rerun.,pos
6304,"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",neg
6305,Queue file was stuck,neg
6306,"FTP issue , manually transfer the files Successfully.",pos
6307,failed due to SAS warnings. Marked as success,neg
6308,Queue file was stuck,neg
6309,RR12 file was delayed.,neg
6310,"Due to source files unavailability job got failed, once files received manually run the job successfully.",neg
6311,Queue file lock issue. Later the queue was cleared,pos
6312,Queue file was stuck,neg
6313,Delay in source file arrival.success on rerun,neg
6314,Queue file was stuck,neg
6315,"FTP issue ,Manually transfer the files successfully.",pos
6316,"Due to Queue file issue the job got failed , manaully clear the queue ans re run the job Successfully.",pos
6317,Success on rerun,pos
6318,"Jobs failed from brj ,as EMS team has updated the source of the jobs incorrectly. Success on rerun from backend",pos
6319,"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.
",neg
6320,success on re-run,pos
6321,Success on rerun,pos
6322,/sas/data/work/ space is reduced 20% now. hence closing the incident .,pos
6323,"FTP issue , manually transfer the files Successfully.",pos
6324,"Due to Queue file issue the job has been stuck, manually cleared the queue and re run the job Successfully.",pos
6325,success on rerun,pos
6326,Queue file issue resolved,pos
6327,Queue file issue,pos
6328,"Due to source files unavailability job got failed, once files received manually run the job successfully.",neg
6329,"Due to source file issue the job got failed ,once files received manually re run the job successfully.",neg
6330,"Due to source file issue the job got failed ,once files received manually re run the job successfully.",neg
6331,"Due to source files unavailability job got failed, once files received manually run the job successfully.",neg
6332,ftp host key issue ,pos
6333,Queue file was  stuck. Hence job failed,neg
6334,"Due to Queue file issue the job got failed , manaully clear the queue ans re run the jopb Successfully.",pos
6335,Sucessfun in manual run.,pos
6336,"Due to Queue file issue the job has been stuck, manually cleared the queue and re run the job Successfully.",pos
6337,Queue file was stuck,neg
6338,users has been informed to delete unwanted files,neg
6339,Successful in manual run.,pos
6340,The job ran successfully on re-run,pos
6341,"Due to Queue file issue the job got failed , manaully clear the queue ans re run the job Successfully.",pos
6342,success on rerun,pos
6343,solved,pos
6344,success on rerun,pos
6345,failed due to SAS warnings. Marked as success,neg
6346,"Due to source file issue the job got failed ,once files received manually re run the job successfully.
",neg
6347,"Due to source files unavailability job got failed, once files received manually run the job successfully.",neg
6348,"The job was marked success, and ran successfully in next run.",pos
6349,"Due to Queue file issue the job has been stuck, manually cleared the queue and re run the job Successfully.",pos
6350,Source file delay.Success on rerun.,pos
6351,user has been informed.,pos
6352,"Due to lock held by process the job got failed , manually killed the process and re run the job successfully.",neg
6353,success on re-run,pos
6354,"Due to Queue file issue the job has been stuck, manually cleared the queue and re run the job Successfully.",pos
6355,Queue file lock issue. Later the queue was cleared,pos
6356,The job is under development. We are closing this incident as the development team is working on the same.,pos
6357,Job got failed due to process state failure. Then issue was fixed and job was re-started.,neg
6358,resolved,pos
6359,Resolved,pos
6360,"FTP issue,Successful in manual run.",pos
6361,solved,pos
6362,Sucessfun in manual run.,pos
6363,Job got failed due to script failure. Then issue was fixed and job was re-started.,neg
6364,Resolved,pos
6365,Source file delay.Success on rerun.,pos
6366,Queue file was stuck,neg
6367,Success on rerun,pos
6368,success on rerun,pos
6369,Success on rerun,pos
6370,Success on rerun,pos
6371,success on rerun,pos
6372,Successful in manual run.,pos
6373,Success on rerun,pos
6374,source file not received,pos
6375,We are in process of increasing the file count to avoid this alerts.,neg
6376,Success on rerun,pos
6377,"
Due to lock held by process the job got failed , manually killed the process and re run the job successfully.
",neg
6378,Queue file was stuck,neg
6379,"Due to source file issue the job got failed ,once files received manually re run the job successfully.
",neg
6380,Queue file lock issue. Later the queue was cleared,pos
6381,"Due to Queue file issue the job got failed , manaully clear the queue ans re run the job Successfully.",pos
6382,"FTP issue , manually transfer the files Successfully.",pos
6383,Success on rerun,pos
6384,Queue file issue resolved,pos
6385,Queue file was stuck,neg
6386,Informed user to clear up unwanted files,pos
